panel,Adam_first_moment_L2,Adam_second_moment_L2,TRAIN_Q,TRAIN_lineage_Q,TRAIN_raw_RMSE,VALIDATION_Q,VALIDATION_lineage_Q,VALIDATION_raw_RMSE,all_BCD,arm,checkpoint_sha256,coefficient_RMS,coefficient_saturation,gate_B,gate_C,gate_D_HET_S2_02,index,parameter_sha256,path,run_id,update
a-h,0.11156641812982376,0.0009533727759568495,0.9786821225602245,"{""HET_S1_02"":0.15828692059977711,""HET_S1_03"":0.19193008524204822,""HET_S2_01"":3.0763959797735554,""HET_S2_03"":0.8076343521770409,""HET_S3_01"":1.2494689399493095,""HET_S3_02"":0.3629824878250577,""HET_S4_01"":0.7490760245539771,""HET_S4_02"":0.8646603199661408,""LCDF_01"":0.057025847625723894,""LCDF_04"":0.13622419220884716,""LCDF_05"":0.219838246327176,""LCDF_06"":0.009457909529555771,""LCDF_07"":0.0424921289610497,""LCDF_08"":0.3966991768485811}",1.6886951025396066,2.0314635710443203,"{""HET_S1_01"":0.09044746980058793,""HET_S2_02"":3.9321161476614335,""HET_S3_03"":0.49917454432973785,""HET_S4_03"":0.8879659862408278}",3.505247009556019,False,D1,sha256:b308440b9bff5f13ae0255f3838d74108b5041f2d047a5a5b26d1072fdbdcbe3,0.01768449040197586,0.0,False,False,False,129,sha256:c5123947ec6b9088665ec49d3b3cec18c1b350d8dc49e9db82ed067dba9efdd5,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1060.pt,D1_seed20700712,1060
a-h,0.11223838236281475,0.0009520166898712891,0.9785573134594798,"{""HET_S1_02"":0.15810870337122163,""HET_S1_03"":0.1917981106932405,""HET_S2_01"":3.0761600891982486,""HET_S2_03"":0.8075215995238082,""HET_S3_01"":1.2490904031767422,""HET_S3_02"":0.3628367354357999,""HET_S4_01"":0.7489748337659229,""HET_S4_02"":0.8644377708884587,""LCDF_01"":0.056984691360230905,""LCDF_04"":0.13617567513710402,""LCDF_05"":0.21976780379198446,""LCDF_06"":0.00943194642459016,""LCDF_07"":0.04244314618266382,""LCDF_08"":0.39665133566280886}",1.6884797471015933,2.031325234959333,"{""HET_S1_01"":0.0903510213210333,""HET_S2_02"":3.9318715554274566,""HET_S3_03"":0.4990635849347428,""HET_S4_03"":0.8878553618068438}",3.505008313595566,False,D1,sha256:b428a06e93b36801ce078979ef8c3d13ae322e05d1487703ff10049254dafa3f,0.017731277786373074,0.0,False,False,False,130,sha256:77293eb9257871a4a78dcb889129d62b26ffef83aaae24561e6499be61333923,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1080.pt,D1_seed20700712,1080
a-h,0.11246262878995461,0.0009504162437800742,0.9784395756432586,"{""HET_S1_02"":0.15793845552468797,""HET_S1_03"":0.1916740849535405,""HET_S2_01"":3.0759370157037695,""HET_S2_03"":0.8074143861185483,""HET_S3_01"":1.2487354777313422,""HET_S3_02"":0.36269932484292294,""HET_S4_01"":0.7488785939246143,""HET_S4_02"":0.8642285136040421,""LCDF_01"":0.056946026237531554,""LCDF_04"":0.13612985872968267,""LCDF_05"":0.2197015457850683,""LCDF_06"":0.009405815648785584,""LCDF_07"":0.0423964260246255,""LCDF_08"":0.39660555833737415}",1.6882765930140164,2.0311952606983965,"{""HET_S1_01"":0.09025618530876428,""HET_S2_02"":3.9316417841919686,""HET_S3_03"":0.49896056082682205,""HET_S4_03"":0.887750983600241}",3.5047840457839445,False,D1,sha256:f671c66e825dde9a7f358cb4a159741513dae6d06e2516abb3f4ced3ff18da09,0.01777463277195307,0.0,False,False,False,131,sha256:c20e507ab73fc1e5bf6997ab28673328871887234f29aa003d67dee4753addfd,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1100.pt,D1_seed20700712,1100
a-h,0.11209037653975118,0.0009487054588549795,0.9783285142506837,"{""HET_S1_02"":0.15777978607285048,""HET_S1_03"":0.1915568229776829,""HET_S2_01"":3.0757274823010143,""HET_S2_03"":0.8073141573729893,""HET_S3_01"":1.2483979187951166,""HET_S3_02"":0.362568976183138,""HET_S4_01"":0.7487885720976815,""HET_S4_02"":0.8640301151723376,""LCDF_01"":0.05690926621752241,""LCDF_04"":0.1360865924168005,""LCDF_05"":0.21963873007219809,""LCDF_06"":0.00938245553799991,""LCDF_07"":0.04235270539498493,""LCDF_08"":0.3965629872819432}",1.6880849589528653,2.0310723867791745,"{""HET_S1_01"":0.09016946460485635,""HET_S2_02"":3.9314246195128475,""HET_S3_03"":0.4988618650746895,""HET_S4_03"":0.8876524824855448}",3.5045720294603226,False,D1,sha256:5368832dd5b262e64761210e05765bfb262a6adc6847e9c76e6adfd43c2c2dc9,0.017815653388713267,0.0,False,False,False,132,sha256:d7b0272a5a18c46179551f916839eede5ba3a61123879793206c7952f8f6ab98,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1120.pt,D1_seed20700712,1120
a-h,0.11207139717897735,0.0009469930569904627,0.9782238122356902,"{""HET_S1_02"":0.15762850216086177,""HET_S1_03"":0.19144663412859692,""HET_S2_01"":3.07552950861797,""HET_S2_03"":0.8072189747828435,""HET_S3_01"":1.2480814220550243,""HET_S3_02"":0.36244619150879714,""HET_S4_01"":0.7487030772548809,""HET_S4_02"":0.8638436288429311,""LCDF_01"":0.056874740448940427,""LCDF_04"":0.13604576316249717,""LCDF_05"":0.2195796640671289,""LCDF_06"":0.009359122692124501,""LCDF_07"":0.04231106786068892,""LCDF_08"":0.396522332809753}",1.6879042978619245,2.0309569744960267,"{""HET_S1_01"":0.09008461344923763,""HET_S2_02"":3.931220675363614,""HET_S3_03"":0.49877014168348,""HET_S4_03"":0.88755959731987}",3.5043728880304017,False,D1,sha256:33abc5d7564cf7950a6a3929fc6ceb3e70f1fdeeb287efa29172131999900a97,0.017853677826464565,0.0,False,False,False,133,sha256:79afbe21fc7903481527f97b52ef88fb50164bec11293ec830b88bd1a84b3f89,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1140.pt,D1_seed20700712,1140
a-h,0.11183376182068942,0.000945197723295065,0.9781253754547125,"{""HET_S1_02"":0.15748699262543175,""HET_S1_03"":0.19134291905089235,""HET_S2_01"":3.075343871264595,""HET_S2_03"":0.8071298772957629,""HET_S3_01"":1.2477825280131674,""HET_S3_02"":0.3623302383401038,""HET_S4_01"":0.7486230180264802,""HET_S4_02"":0.8636677835031081,""LCDF_01"":0.056842125631530405,""LCDF_04"":0.13600733634008474,""LCDF_05"":0.21952396913878278,""LCDF_06"":0.009337627423930081,""LCDF_07"":0.04227203783748898,""LCDF_08"":0.39648437064015246}",1.6877344472984834,2.030848413893171,"{""HET_S1_01"":0.09000570388534569,""HET_S2_02"":3.931028893597939,""HET_S3_03"":0.49868323922233004,""HET_S4_03"":0.8874722298385579}",3.5041855690285053,False,D1,sha256:ad4d5cd5a44d2eece8bbfb161f11e4962ddf35542e0a69e32b7a504b1239d90b,0.01788929579860868,0.0,False,False,False,134,sha256:9fa2e058a6236915765525b9c5b49c87b9a336047c4c0716f802f7d3f7a3dba7,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1160.pt,D1_seed20700712,1160
a-h,0.11174049879468632,0.0009433564651695989,0.9780328096367882,"{""HET_S1_02"":0.15735434765100512,""HET_S1_03"":0.19124535082356467,""HET_S2_01"":3.0751695915710697,""HET_S2_03"":0.8070463214369498,""HET_S3_01"":1.2475006715072061,""HET_S3_02"":0.36222090246575933,""HET_S4_01"":0.7485479125853858,""HET_S4_02"":0.8635021128636107,""LCDF_01"":0.05681136038381235,""LCDF_04"":0.13597116909749674,""LCDF_05"":0.21947149431330376,""LCDF_06"":0.009317657223200403,""LCDF_07"":0.04223538275386662,""LCDF_08"":0.3964488123414144}",1.6875747269564152,2.0307463199038613,"{""HET_S1_01"":0.08993193165889776,""HET_S2_02"":3.930848570466484,""HET_S3_03"":0.4986011755568896,""HET_S4_03"":0.887390046527058}",3.5040094080301882,False,D1,sha256:2404f059c46db274cb824b752349caa7a12177412286c817a6ac535502fb4be8,0.01792266922764043,0.0,False,False,False,135,sha256:b209af023d0c1bede77347ab1a77821d291c334761ac8d0bff1d59f87d14069a,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1180.pt,D1_seed20700712,1180
a-h,0.11172848752140231,0.0009415948640059999,0.9779458086523894,"{""HET_S1_02"":0.15723004282213662,""HET_S1_03"":0.19115380065120738,""HET_S2_01"":3.075005829737009,""HET_S2_03"":0.8069679211649429,""HET_S3_01"":1.2472354613605081,""HET_S3_02"":0.36211815197058494,""HET_S4_01"":0.7484773985026034,""HET_S4_02"":0.8633463013431234,""LCDF_01"":0.056782415096720794,""LCDF_04"":0.13593716449056356,""LCDF_05"":0.21942213513005984,""LCDF_06"":0.009299073721610604,""LCDF_07"":0.0422009631854101,""LCDF_08"":0.396415435745234}",1.6874246086157576,2.0306503337180737,"{""HET_S1_01"":0.08986295635443345,""HET_S2_02"":3.9306790146445927,""HET_S3_03"":0.49852402822942155,""HET_S4_03"":0.8873128182907442}",3.5038437859164144,False,D1,sha256:88dd2136e9d3b7e0bdc69aedf2566b6fd8ed5c475bd7446ce52370ed133b4113,0.01795411068164852,0.0,False,False,False,136,sha256:e1eeb7120ba73fe9a1aaf31b0f1d07cf05c27875c5299bd0e35c7f756363269f,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1200.pt,D1_seed20700712,1200
a-h,0.1109314808645548,0.0009397019164541189,0.9778639608528552,"{""HET_S1_02"":0.15711229612767316,""HET_S1_03"":0.1910678027860904,""HET_S2_01"":3.074851657135884,""HET_S2_03"":0.8068938709242167,""HET_S3_01"":1.2469866054280458,""HET_S3_02"":0.3620213705837436,""HET_S4_01"":0.7484107905223866,""HET_S4_02"":0.8631998922197585,""LCDF_01"":0.05675521639562744,""LCDF_04"":0.13590514599648645,""LCDF_05"":0.21937574620652242,""LCDF_06"":0.009280948609274748,""LCDF_07"":0.04216838247113101,""LCDF_08"":0.3963838164242317}",1.6872833819855357,2.0305602550604447,"{""HET_S1_01"":0.08979652714893384,""HET_S2_02"":3.9305199332125484,""HET_S3_03"":0.49845198284440295,""HET_S4_03"":0.8872401348303899}",3.5036883571163213,False,D1,sha256:ea11882d3f794992f21bd301270b0bb4828a8510450bb0a237529d5db9610ea5,0.017983279408459008,0.0,False,False,False,137,sha256:a7b03551121036d40135fd022ae1a239ca0cc5b2f95a5b4e6c0dec6961f2742f,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1220.pt,D1_seed20700712,1220
a-h,0.11153430934935002,0.0009379804887213358,0.9777872554922237,"{""HET_S1_02"":0.15700225000609577,""HET_S1_03"":0.1909871523509317,""HET_S2_01"":3.0747074171969317,""HET_S2_03"":0.8068246489021745,""HET_S3_01"":1.2467527403358472,""HET_S3_02"":0.3619304009362171,""HET_S4_01"":0.7483485092977618,""HET_S4_02"":0.8630624286455811,""LCDF_01"":0.05672964981021854,""LCDF_04"":0.13587511429026347,""LCDF_05"":0.21933219128746906,""LCDF_06"":0.00926413537991248,""LCDF_07"":0.0421378894156276,""LCDF_08"":0.39635429864062305}",1.6871510285238236,2.030475831262235,"{""HET_S1_01"":0.08973458072197639,""HET_S2_02"":3.9303708714108576,""HET_S3_03"":0.49838416640310274,""HET_S4_03"":0.8871719935991269}",3.503542685655397,False,D1,sha256:617e424eb05318db040e4ea98117ae5a90cf3cc43621a87496c391535e7529eb,0.018010503036644334,0.0,False,False,False,138,sha256:1e892a00605f26c9212bbfe339ff5cd2c01ab0ee5f3327cb36ff453ca71d00b5,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1240.pt,D1_seed20700712,1240
a-h,0.11099068482388412,0.0009361550505412201,0.9777151234150546,"{""HET_S1_02"":0.15689880102265366,""HET_S1_03"":0.19091148761380033,""HET_S2_01"":3.0745716952149227,""HET_S2_03"":0.8067595449388334,""HET_S3_01"":1.246532944322948,""HET_S3_02"":0.361844930010142,""HET_S4_01"":0.7482898999174674,""HET_S4_02"":0.8629332038325704,""LCDF_01"":0.0567056172930835,""LCDF_04"":0.13584686751660832,""LCDF_05"":0.21929124051613003,""LCDF_06"":0.00924828581131698,""LCDF_07"":0.04210919038713733,""LCDF_08"":0.3963264928821738}",1.687026566165062,2.030396457799042,"{""HET_S1_01"":0.08967621167055435,""HET_S2_02"":3.9302307042962537,""HET_S3_03"":0.4983205923965881,""HET_S4_03"":0.887107929528584}",3.503405728439692,False,D1,sha256:9f504aa74478a66cdfada3f0998d1f4c5516cd58c553d3e3f96f5be5a619234b,0.0180361303722957,0.0,False,False,False,139,sha256:cd90944d83790104501aa762b7efe39a5437935b6a4b52291eb6ebcb29294c06,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1260.pt,D1_seed20700712,1260
a-h,0.11139524624961783,0.0009344193710598246,0.9776472606894921,"{""HET_S1_02"":0.15680112271300012,""HET_S1_03"":0.19084027548599913,""HET_S2_01"":3.0744440939676876,""HET_S2_03"":0.8066982031569282,""HET_S3_01"":1.246326182973776,""HET_S3_02"":0.36176428770706426,""HET_S4_01"":0.7482346816680234,""HET_S4_02"":0.862811591003037,""LCDF_01"":0.05668298538662138,""LCDF_04"":0.13582026593600757,""LCDF_05"":0.2192526998570231,""LCDF_06"":0.009233085968255096,""LCDF_07"":0.04208209828554508,""LCDF_08"":0.39630027573244603}",1.686909470481325,2.0303219062017055,"{""HET_S1_01"":0.0896205642597233,""HET_S2_02"":3.9300991019581253,""HET_S3_03"":0.4982608716355198,""HET_S4_03"":0.8870476189341964}",3.5032770912505513,False,D1,sha256:10bd11830abd75ae37157740294001b76df2c0998bbf576f1fe46d69fb678890,0.01805992377705051,0.0,False,False,False,140,sha256:12fe70128221ae323e51b2bcaa2af3d6b40b15972b557f3b582e096f062f3ce5,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1280.pt,D1_seed20700712,1280
a-h,0.11160381321662673,0.0009326890225074955,0.9775834356057047,"{""HET_S1_02"":0.15670911072375834,""HET_S1_03"":0.19077348842784558,""HET_S2_01"":3.074323953023615,""HET_S2_03"":0.806640428327094,""HET_S3_01"":1.2461320404332892,""HET_S3_02"":0.3616885418192026,""HET_S4_01"":0.7481826473948938,""HET_S4_02"":0.8626973280330191,""LCDF_01"":0.056661729529558835,""LCDF_04"":0.1357952456943254,""LCDF_05"":0.219216482282985,""LCDF_06"":0.009218623374496436,""LCDF_07"":0.04205656324368587,""LCDF_08"":0.3962755239177157}",1.6867993416622462,2.030251843411426,"{""HET_S1_01"":0.08956783524642718,""HET_S2_02"":3.929975404874318,""HET_S3_03"":0.4982050105615988,""HET_S4_03"":0.8869909120873216}",3.5031561994021274,False,D1,sha256:2d65987d2ad7f2795b1b820456b747e8b434848d47a0096450ef39e4db341d65,0.018082284978601183,0.0,False,False,False,141,sha256:6dd4a08db45b43a28697ce2add40488ceaaeea52407d9f7e9110f3307706f71f,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1300.pt,D1_seed20700712,1300
a-h,0.11165946625207761,0.0009309641570473463,0.9775232509712397,"{""HET_S1_02"":0.15662311536667842,""HET_S1_03"":0.19071039051458538,""HET_S2_01"":3.0742109909227504,""HET_S2_03"":0.8065863056622989,""HET_S3_01"":1.2459479225024759,""HET_S3_02"":0.3616168694814201,""HET_S4_01"":0.7481338805386142,""HET_S4_02"":0.862589205872747,""LCDF_01"":0.056641581879730354,""LCDF_04"":0.13577163922796015,""LCDF_05"":0.21918221540863966,""LCDF_06"":0.009205521426510916,""LCDF_07"":0.04203263679451418,""LCDF_08"":0.3962524276436346}",1.6866954943607309,2.0301856509119234,"{""HET_S1_01"":0.08951927794847934,""HET_S2_02"":3.929858555366911,""HET_S3_03"":0.4981517243378466,""HET_S4_03"":0.8869374284012312}",3.5030419856577892,False,D1,sha256:24521a9e7a7b946dd719392dbb8b09ba0005ffd306764ae86f49dd6619405b7c,0.018103465539013944,0.0,False,False,False,142,sha256:38696ffa724bc94d834a2587c7e11836cede528e155be2934befdf4492159187,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1320.pt,D1_seed20700712,1320
a-h,0.11148388470639456,0.0009293489452688892,0.9774661856860455,"{""HET_S1_02"":0.1565409358802358,""HET_S1_03"":0.19065087393850375,""HET_S2_01"":3.074103496661425,""HET_S2_03"":0.8065346526194199,""HET_S3_01"":1.245774429322547,""HET_S3_02"":0.36154923836130776,""HET_S4_01"":0.7480873248676804,""HET_S4_02"":0.8624870733126491,""LCDF_01"":0.05662258308125033,""LCDF_04"":0.13574926115901187,""LCDF_05"":0.21914983484328984,""LCDF_06"":0.009192577141061403,""LCDF_07"":0.042009778749856716,""LCDF_08"":0.39623025142390544}",1.686597029429768,2.030123028310833,"{""HET_S1_01"":0.08947205296452336,""HET_S2_02"":3.9297479710014707,""HET_S3_03"":0.4981019832495,""HET_S4_03"":0.8868867406511604}",3.5029339316969246,False,D1,sha256:da2b76b12bae19693c12e98e94f797024dc7fd42748cdfdbd03d12c731cd3740,0.018123481741983007,0.0,False,False,False,143,sha256:9940aef23d9dada564e2f99ebbe690fdbf967e04957339d8551e026203cfc145,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1340.pt,D1_seed20700712,1340
a-h,0.11117847302318058,0.0009276464530680008,0.9774122163712478,"{""HET_S1_02"":0.15646344469428164,""HET_S1_03"":0.1905944616040922,""HET_S2_01"":3.074002100423396,""HET_S2_03"":0.8064859672670227,""HET_S3_01"":1.2456097123467653,""HET_S3_02"":0.36148495050054097,""HET_S4_01"":0.7480434379728873,""HET_S4_02"":0.862390230101849,""LCDF_01"":0.05660453892054192,""LCDF_04"":0.13572807780255025,""LCDF_05"":0.2191191354139173,""LCDF_06"":0.009180480397669832,""LCDF_07"":0.041988212204222254,""LCDF_08"":0.39620940450598685}",1.6865039065296092,2.030063793205268,"{""HET_S1_01"":0.08942767012936642,""HET_S2_02"":3.929643411340338,""HET_S3_03"":0.4980545747785668,""HET_S4_03"":0.8868387733960942}",3.502831722787249,False,D1,sha256:d278046b41016518041545ec043dcc93449f149af0db8b8550b74ef63d85ce93,0.018142282451192728,0.0,False,False,False,144,sha256:09f87e5dd1839260e8611e320df357228f60c303f2940b85c175aca57bc8a167,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1360.pt,D1_seed20700712,1360
a-h,0.11061253399058281,0.0009259347457995143,0.9773608477883499,"{""HET_S1_02"":0.1563903135321192,""HET_S1_03"":0.19054079124896653,""HET_S2_01"":3.0739057071583527,""HET_S2_03"":0.8064398752296412,""HET_S3_01"":1.2454523568822424,""HET_S3_02"":0.36142374666472493,""HET_S4_01"":0.7480018618633496,""HET_S4_02"":0.8622978659906184,""LCDF_01"":0.05658731641305925,""LCDF_04"":0.13570791895496814,""LCDF_05"":0.2190898564113204,""LCDF_06"":0.009169392972176612,""LCDF_07"":0.041967804645218654,""LCDF_08"":0.3961897105101752}",1.6864152711368046,2.0300072935979943,"{""HET_S1_01"":0.08938638459866648,""HET_S2_02"":3.929543657600185,""HET_S3_03"":0.49800914021129455,""HET_S4_03"":0.886793133584579}",3.502734233921458,False,D1,sha256:540e713e92deaca08ff7504e5ceef8262ca36853fd7938c1bc97da6f3b4e470b,0.018160384743430628,0.0,False,False,False,145,sha256:ef7c46e4d489e99d87d90dc0a5ccd3be65fbd7cf03cbf37a2c57782323a06c6e,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1380.pt,D1_seed20700712,1380
a-h,0.11129134269933641,0.0009244923768572311,0.9773116525231534,"{""HET_S1_02"":0.15631944381273422,""HET_S1_03"":0.19048954959813774,""HET_S2_01"":3.0738131596666456,""HET_S2_03"":0.8063953849930376,""HET_S3_01"":1.245302559165792,""HET_S3_02"":0.36136520533741834,""HET_S4_01"":0.7479617335113018,""HET_S4_02"":0.862209701841984,""LCDF_01"":0.05657089523557125,""LCDF_04"":0.1356886016835309,""LCDF_05"":0.21906190167498932,""LCDF_06"":0.009158130366384803,""LCDF_07"":0.04194806632905568,""LCDF_08"":0.3961705949030969}",1.686330385757282,2.0299533777047936,"{""HET_S1_01"":0.0893453601248176,""HET_S2_02"":3.929448478883479,""HET_S3_03"":0.49796626213182993,""HET_S4_03"":0.8867494137710676}",3.502641203199124,False,D1,sha256:be48904542845fd9490d233fb1b8cd1cd14544c19b6ac34f1ed5c8b939bdecd0,0.018177436343437322,0.0,False,False,False,146,sha256:7d1b74486c8bced6be4f2fd53d4dbc95e8e05400a50f3ba880542d820578901f,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1400.pt,D1_seed20700712,1400
a-h,0.11052490751023064,0.0009228614150638623,0.9772643552838662,"{""HET_S1_02"":0.156251567059804,""HET_S1_03"":0.19044047496132288,""HET_S2_01"":3.0737240549668035,""HET_S2_03"":0.8063526631679274,""HET_S3_01"":1.2451586292228953,""HET_S3_02"":0.3613091312596392,""HET_S4_01"":0.7479231659887248,""HET_S4_02"":0.8621250007198524,""LCDF_01"":0.05655512976449333,""LCDF_04"":0.1356700419673515,""LCDF_05"":0.219035040129818,""LCDF_06"":0.009147444250203935,""LCDF_07"":0.041929124576618355,""LCDF_08"":0.3961522093315518}",1.6862487753809334,2.0299014852453405,"{""HET_S1_01"":0.08930626162908294,""HET_S2_02"":3.9293568214075627,""HET_S3_03"":0.49792516859800007,""HET_S4_03"":0.8867074192614524}",3.502551663868511,False,D1,sha256:7c1bd99f8229fc07632230c06f5a967e9692434eebda5c287f070b5c13071c8e,0.01819404703151995,0.0,False,False,False,147,sha256:3426b69cdbfe981e47bb91cc3a18c8dbd66fdb695d37d33983ca845128e7d945,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1420.pt,D1_seed20700712,1420
a-h,0.1110059865057585,0.0009215111987616651,0.9772184912919443,"{""HET_S1_02"":0.15618599722338639,""HET_S1_03"":0.19039272969430787,""HET_S2_01"":3.0736379088861794,""HET_S2_03"":0.8063113951051895,""HET_S3_01"":1.2450184339896877,""HET_S3_02"":0.3612544751573568,""HET_S4_01"":0.7478859156263827,""HET_S4_02"":0.862042619235324,""LCDF_01"":0.05653976864857863,""LCDF_04"":0.1356520278372632,""LCDF_05"":0.2190089182969035,""LCDF_06"":0.00913726468351684,""LCDF_07"":0.04191080944906417,""LCDF_08"":0.39613451142730066}",1.6861696380423061,2.0298511435561317,"{""HET_S1_01"":0.08926870820256548,""HET_S2_02"":3.929267943838854,""HET_S3_03"":0.4978849324212203,""HET_S4_03"":0.8866666664021406}",3.502464800358837,False,D1,sha256:0e04e5c4d86fecc59f5307a1173903b6aef5fb2dcf13a8e8a2abe75286ada45e,0.01821004618757528,0.0,False,False,False,148,sha256:c15f6d6cb67ccbe3f606dd32a24d3c2345d92ab332293e00b31c3da2002f9b83,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1440.pt,D1_seed20700712,1440
a-h,0.11031084004346337,0.0009199548121814079,0.9771738419432141,"{""HET_S1_02"":0.15612197882005374,""HET_S1_03"":0.19034634456250907,""HET_S2_01"":3.073553967416975,""HET_S2_03"":0.8062711385469004,""HET_S3_01"":1.244882195480915,""HET_S3_02"":0.36120129555214847,""HET_S4_01"":0.7478495667275469,""HET_S4_02"":0.8619625011542541,""LCDF_01"":0.056524834338979806,""LCDF_04"":0.1356344879588989,""LCDF_05"":0.2189835110447789,""LCDF_06"":0.009127185842574307,""LCDF_07"":0.041892929957884455,""LCDF_08"":0.3961172097228649}",1.6860925965445674,2.029802186408677,"{""HET_S1_01"":0.08923175855381296,""HET_S2_02"":3.9291815076673364,""HET_S3_03"":0.497845967666605,""HET_S4_03"":0.8866269956110724}",3.502380325846393,False,D1,sha256:194d264afb3eac7ac396816a7d9e430e51e2b8bd7b893e8902ca67ba9cbd4d74,0.018225562046086843,0.0,False,False,False,149,sha256:dfd398ecff5fab9fe1bd7b7bbc2aef3f857bdd2147749a1e2ce4b14ebbb6463d,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1460.pt,D1_seed20700712,1460
a-h,0.11135430515289711,0.0009187089620706344,0.9771299886387572,"{""HET_S1_02"":0.15605954096621896,""HET_S1_03"":0.19030071600416068,""HET_S2_01"":3.073471707312996,""HET_S2_03"":0.8062318052022436,""HET_S3_01"":1.2447477874339532,""HET_S3_02"":0.3611489225599839,""HET_S4_01"":0.7478140385906095,""HET_S4_02"":0.8618835984358744,""LCDF_01"":0.05651010758835079,""LCDF_04"":0.13561725509484726,""LCDF_05"":0.21895849195107436,""LCDF_06"":0.009117596949464044,""LCDF_07"":0.04187545984620385,""LCDF_08"":0.39610035767099294}",1.6860169286042224,2.0297540270923142,"{""HET_S1_01"":0.08919614763870315,""HET_S2_02"":3.9290964873018126,""HET_S3_03"":0.49780734463778203,""HET_S4_03"":0.886588027402538}",3.5022972279744606,False,D1,sha256:1f4b9ac439e1bc19ee46dc3a19b09fc381fe8e199438823071386c7744e24913,0.01824086382541688,0.0,False,False,False,150,sha256:772d8e086e78305c799b3352c07015a3e6350e68b8fa8b304e1823a4d5206f54,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1480.pt,D1_seed20700712,1480
a-h,0.11117214484186776,0.0009174748538364847,0.9770863930292235,"{""HET_S1_02"":0.15599644441470492,""HET_S1_03"":0.19025580942538858,""HET_S2_01"":3.0733893192292836,""HET_S2_03"":0.8061921727654209,""HET_S3_01"":1.2446158921766537,""HET_S3_02"":0.36109737430817723,""HET_S4_01"":0.747778223792374,""HET_S4_02"":0.8618057841182707,""LCDF_01"":0.0564956383951142,""LCDF_04"":0.13560013787359754,""LCDF_05"":0.2189338013178798,""LCDF_06"":0.009107244483358116,""LCDF_07"":0.04185783717360382,""LCDF_08"":0.3960831767152401}",1.6859417053109644,2.029706355648772,"{""HET_S1_01"":0.08915892012722654,""HET_S2_02"":3.9290122700860683,""HET_S3_03"":0.4977701443233134,""HET_S4_03"":0.8865493288809675}",3.502214971916661,False,D1,sha256:ec8b5b1ebb01f74599930fc867bf5dca8a27aa93fd102f86bd43a75314e842a5,0.018255998882672604,0.0,False,False,False,151,sha256:9fbb320557e2c820bbdf9cad90006ee33c5dd30c20b51e745323fe678e511ece,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700712_update1500.pt,D1_seed20700712,1500
