panel,campaign,arm,seed,clipped_gradient_norm,graph_balanced_loss,learning_rate,parameters_finite,unclipped_gradient_norm,update,update_seconds
v0.1-K2,v0.1,K2,20261202,1.616007388824746e-06,4.34477046764606e-07,0.00022744604661092206,True,1.616007388824746e-06,705,0.2551317500183359
v0.1-K2,v0.1,K2,20261202,1.2563064594431236e-06,4.338467298585389e-07,0.00022609216998914226,True,1.2563064594431236e-06,706,0.21994837501551956
v0.1-K2,v0.1,K2,20261202,2.1529548913295034e-06,4.3325801880441693e-07,0.00022474134345870642,True,2.1529548913295034e-06,707,0.19996587501373142
v0.1-K2,v0.1,K2,20261202,1.3473804307172814e-06,4.326016377638012e-07,0.00022339358179203735,True,1.3473804307172814e-06,708,0.3493712079944089
v0.1-K2,v0.1,K2,20261202,1.2401973341623098e-06,4.320038732780766e-07,0.0002220488997280402,True,1.2401973341623098e-06,709,0.21027012506965548
v0.1-K2,v0.1,K2,20261202,1.964060790354831e-06,4.314212570160491e-07,0.00022070731197194293,True,1.964060790354831e-06,710,0.2217163749737665
v0.1-K2,v0.1,K2,20261202,1.2207944279086119e-06,4.3080720733168694e-07,0.0002193688331951342,True,1.2207944279086119e-06,711,0.21441304101608694
v0.1-K2,v0.1,K2,20261202,1.114451833817215e-06,4.302302095641812e-07,0.00021803347803500347,True,1.114451833817215e-06,712,0.20841241697780788
v0.1-K2,v0.1,K2,20261202,1.6264982593214494e-06,4.2966387399985216e-07,0.00021670126109478105,True,1.6264982593214494e-06,713,0.22149958298541605
v0.1-K2,v0.1,K2,20261202,1.1476812400095147e-06,4.290865512612351e-07,0.00021537219694337754,True,1.1476812400095147e-06,714,0.22258687496650964
v0.1-K2,v0.1,K2,20261202,1.003121357900345e-06,4.2852774077706e-07,0.00021404630011522585,True,1.003121357900345e-06,715,0.2101913340156898
v0.1-K2,v0.1,K2,20261202,1.4511370137593929e-06,4.2798200805167783e-07,0.00021272358511012114,True,1.4511370137593929e-06,716,0.2204659580020234
v0.1-K2,v0.1,K2,20261202,1.0683455836495441e-06,4.2743356524453166e-07,0.00021140406639306284,True,1.0683455836495441e-06,717,0.250631041941233
v0.1-K2,v0.1,K2,20261202,8.762888168508088e-07,4.268926802728752e-07,0.00021008775839409643,True,8.762888168508088e-07,718,0.24893562495708466
v0.1-K2,v0.1,K2,20261202,1.3073552363828093e-06,4.2636700685812883e-07,0.00020877467550815495,True,1.3073552363828093e-06,719,0.20086850004736334
v0.1-K2,v0.1,K2,20261202,9.75121598352922e-07,4.258394515985291e-07,0.0002074648320949026,True,9.75121598352922e-07,720,0.2224967919755727
v0.1-K2,v0.1,K2,20261202,8.271272309895365e-07,4.253170226906675e-07,0.0002061582424785771,True,8.271272309895365e-07,721,0.19734874996356666
v0.1-K2,v0.1,K2,20261202,1.1340536082056635e-06,4.2480954311261445e-07,0.00020485492094783335,True,1.1340536082056635e-06,722,0.31291733391117305
v0.1-K2,v0.1,K2,20261202,8.387727257329646e-07,4.242998022221355e-07,0.00020355488175558646,True,8.387727257329646e-07,723,0.20493316696956754
v0.1-K2,v0.1,K2,20261202,7.533201770147542e-07,4.2379530097641926e-07,0.00020225813911885692,True,7.533201770147542e-07,724,0.2153889579931274
v0.1-K2,v0.1,K2,20261202,1.0583117628576433e-06,4.233043746154028e-07,0.00020096470721861444,True,1.0583117628576433e-06,725,0.2197337090037763
v0.1-K2,v0.1,K2,20261202,7.713236539001875e-07,4.228110802788379e-07,0.00019967460019962305,True,7.713236539001875e-07,726,0.1898211669176817
v0.1-K2,v0.1,K2,20261202,7.515606018374841e-07,4.223244010102178e-07,0.0001983878321702866,True,7.515606018374841e-07,727,0.20157270901836455
v0.1-K2,v0.1,K2,20261202,9.112695480016652e-07,4.2184824065255853e-07,0.00019710441720249372,True,9.112695480016652e-07,728,0.20096791593823582
v0.1-K2,v0.1,K2,20261202,6.561106756328778e-07,4.213690497778744e-07,0.00019582436933146508,True,6.561106756328778e-07,729,0.19988691608887166
v0.1-K2,v0.1,K2,20261202,7.40348844950055e-07,4.208980525370078e-07,0.00019454770255559917,True,7.40348844950055e-07,730,0.20377429202198982
v0.1-K2,v0.1,K2,20261202,8.742770450465604e-07,4.2043398699779377e-07,0.00019327443083631924,True,8.742770450465604e-07,731,0.20392424997407943
v0.1-K2,v0.1,K2,20261202,6.505397815515103e-07,4.199686101327849e-07,0.00019200456809792093,True,6.505397815515103e-07,732,0.19442295806948096
v0.1-K2,v0.1,K2,20261202,7.435816851975718e-07,4.1951157523531345e-07,0.00019073812822741954,True,7.435816851975718e-07,733,0.19105316698551178
v0.1-K2,v0.1,K2,20261202,7.2711709885203e-07,4.190580022851213e-07,0.00018947512507439858,True,7.2711709885203e-07,734,0.18339212494902313
v0.1-K2,v0.1,K2,20261202,6.099805250199423e-07,4.1860557425747043e-07,0.00018821557245085827,True,6.099805250199423e-07,735,0.21386454196181148
v0.1-K2,v0.1,K2,20261202,7.330088765365285e-07,4.181606580403066e-07,0.00018695948413106447,True,7.330088765365285e-07,736,0.20880950009450316
v0.1-K2,v0.1,K2,20261202,7.11481063614483e-07,4.177174218958753e-07,0.0001857068738513974,True,7.11481063614483e-07,737,0.2052812499459833
v0.1-K2,v0.1,K2,20261202,6.436799332037499e-07,4.172771266928719e-07,0.0001844577553102027,True,6.436799332037499e-07,738,0.21186420798767358
v0.1-K2,v0.1,K2,20261202,7.066469516070161e-07,4.168427228016067e-07,0.00018321214216764043,True,7.066469516070161e-07,739,0.20740320801269263
v0.1-K2,v0.1,K2,20261202,6.240794707680754e-07,4.164094076266384e-07,0.00018197004804553648,True,6.240794707680754e-07,740,0.21193570899777114
v0.1-K2,v0.1,K2,20261203,8.88659711902173e-06,9.649817967626258e-07,2e-05,True,8.88659711902173e-06,1,0.18622441706247628
v0.1-K2,v0.1,K2,20261203,8.361626148935213e-06,9.6398824300761e-07,4e-05,True,8.361626148935213e-06,2,0.20651858404744416
v0.1-K2,v0.1,K2,20261203,7.317616315099983e-06,9.621774407769174e-07,6e-05,True,7.317616315099983e-06,3,0.24238070892170072
v0.1-K2,v0.1,K2,20261203,5.774673915997726e-06,9.59903344849679e-07,8e-05,True,5.774673915997726e-06,4,0.21487766702193767
v0.1-K2,v0.1,K2,20261203,3.789258707495597e-06,9.576805636556586e-07,0.0001,True,3.789258707495597e-06,5,0.22367220802698284
v0.1-K2,v0.1,K2,20261203,1.5807420863827087e-06,9.56115347299307e-07,0.00012,True,1.5807420863827087e-06,6,0.1994496249826625
v0.1-K2,v0.1,K2,20261203,1.6544039353387092e-06,9.557201344650518e-07,0.00014000000000000001,True,1.6544039353387092e-06,7,0.21606870903633535
v0.1-K2,v0.1,K2,20261203,3.962897850305901e-06,9.565678542238553e-07,0.00016,True,3.962897850305901e-06,8,0.16648274997714907
v0.1-K2,v0.1,K2,20261203,5.905172923686508e-06,9.580052685432052e-07,0.00018,True,5.905172923686508e-06,9,0.188160959049128
v0.1-K2,v0.1,K2,20261203,7.0326221570209455e-06,9.589482264355211e-07,0.0002,True,7.0326221570209455e-06,10,0.1832500419113785
v0.1-K2,v0.1,K2,20261203,7.205308544466926e-06,9.586360227907627e-07,0.00021999999999999998,True,7.205308544466926e-06,11,0.1996234169928357
v0.1-K2,v0.1,K2,20261203,6.467488724170559e-06,9.57023162854758e-07,0.00024,True,6.467488724170559e-06,12,0.19668295793235302
v0.1-K2,v0.1,K2,20261203,4.965885254219711e-06,9.546579499302774e-07,0.00026000000000000003,True,4.965885254219711e-06,13,0.2078972909366712
v0.1-K2,v0.1,K2,20261203,2.927474957875224e-06,9.523687270567771e-07,0.00028000000000000003,True,2.927474957875224e-06,14,0.1720342910848558
v0.1-K2,v0.1,K2,20261203,8.821268619599926e-07,9.508997946651455e-07,0.0003,True,8.821268619599926e-07,15,0.20222445903345942
v0.1-K2,v0.1,K2,20261203,1.980947715873151e-06,9.505332006504526e-07,0.00032,True,1.980947715873151e-06,16,0.1890934999100864
v0.1-K2,v0.1,K2,20261203,3.7360946437039554e-06,9.50857678995992e-07,0.00034,True,3.7360946437039554e-06,17,0.1779343750094995
v0.1-K2,v0.1,K2,20261203,4.725660987848883e-06,9.509834806281985e-07,0.00036,True,4.725660987848883e-06,18,0.18304941710084677
v0.1-K2,v0.1,K2,20261203,4.728274051972968e-06,9.502034399413655e-07,0.00037999999999999997,True,4.728274051972968e-06,19,0.18735262495465577
v0.1-K2,v0.1,K2,20261203,3.7746450906883647e-06,9.485356452720983e-07,0.0004,True,3.7746450906883647e-06,20,0.1730647919466719
v0.1-K2,v0.1,K2,20261203,2.099948517557675e-06,9.466750803240821e-07,0.00042,True,2.099948517557675e-06,21,0.26951045903842896
v0.1-K2,v0.1,K2,20261203,4.371722992164694e-07,9.454569031230698e-07,0.00043999999999999996,True,4.371722992164694e-07,22,0.19766904192510992
v0.1-K2,v0.1,K2,20261203,2.03134666512516e-06,9.452241193820429e-07,0.00046,True,2.03134666512516e-06,23,0.184349957969971
v0.1-K2,v0.1,K2,20261203,3.4461384594722202e-06,9.455540228955258e-07,0.00048,True,3.4461384594722202e-06,24,0.18739741609897465
v0.1-K2,v0.1,K2,20261203,4.013746525463664e-06,9.45641163078309e-07,0.0005,True,4.013746525463664e-06,25,0.18547116697300225
v0.1-K2,v0.1,K2,20261203,3.622308914262615e-06,9.450378510604234e-07,0.0005200000000000001,True,3.622308914262615e-06,26,0.1823370000347495
v0.1-K2,v0.1,K2,20261203,2.4002076809137866e-06,9.44031862908196e-07,0.00054,True,2.4002076809137866e-06,27,0.23096487496513873
v0.1-K2,v0.1,K2,20261203,6.723062024003341e-07,9.433427539321851e-07,0.0005600000000000001,True,6.723062024003341e-07,28,0.17782208393327892
v0.1-K2,v0.1,K2,20261203,1.1274156038784784e-06,9.434408752739213e-07,0.00058,True,1.1274156038784784e-06,29,0.20224583288654685
v0.1-K2,v0.1,K2,20261203,2.466257238698456e-06,9.440787841332672e-07,0.0006,True,2.466257238698456e-06,30,0.1984270829707384
v0.1-K2,v0.1,K2,20261203,2.9770551604620796e-06,9.445478773382759e-07,0.00062,True,2.9770551604620796e-06,31,0.1915176670299843
v0.1-K2,v0.1,K2,20261203,2.5498955088504877e-06,9.444701514241901e-07,0.00064,True,2.5498955088504877e-06,32,0.16739658394362777
v0.1-K2,v0.1,K2,20261203,1.4139385995540693e-06,9.441769837599737e-07,0.00066,True,1.4139385995540693e-06,33,0.16418979200534523
v0.1-K2,v0.1,K2,20261203,4.265499129164216e-07,9.441995584912209e-07,0.00068,True,4.265499129164216e-07,34,0.16324720811098814
v0.1-K2,v0.1,K2,20261203,1.3387164656043179e-06,9.445458572285743e-07,0.0007000000000000001,True,1.3387164656043179e-06,35,0.21598112490028143
v0.1-K2,v0.1,K2,20261203,1.8254218349677647e-06,9.447005814629449e-07,0.00072,True,1.8254218349677647e-06,36,0.18981799995526671
v0.1-K2,v0.1,K2,20261203,1.5048987479693811e-06,9.443327291966202e-07,0.00074,True,1.5048987479693811e-06,37,0.19078483304474503
v0.1-K2,v0.1,K2,20261203,5.817980699287083e-07,9.437332772007441e-07,0.0007599999999999999,True,5.817980699287083e-07,38,0.1900680420221761
v0.1-K2,v0.1,K2,20261203,8.328380319462412e-07,9.433931088721129e-07,0.00078,True,8.328380319462412e-07,39,0.22612933407071978
v0.1-K2,v0.1,K2,20261203,1.6999162168915214e-06,9.433288463716469e-07,0.0008,True,1.6999162168915214e-06,40,0.18700300005730242
v0.1-K2,v0.1,K2,20261203,1.8475832604560673e-06,9.431440724229275e-07,0.00082,True,1.8475832604560673e-06,41,0.18057258299086243
v0.1-K2,v0.1,K2,20261203,1.1717743726715656e-06,9.427296126961799e-07,0.00084,True,1.1717743726715656e-06,42,0.1644970829365775
v0.1-K2,v0.1,K2,20261203,9.441521015835721e-08,9.424527401332728e-07,0.0008600000000000001,True,9.441521015835721e-08,43,0.16883954196237028
v0.1-K2,v0.1,K2,20261203,1.1174178014991133e-06,9.425213145116139e-07,0.0008799999999999999,True,1.1174178014991133e-06,44,0.17727549991104752
v0.1-K2,v0.1,K2,20261203,1.5988850575541494e-06,9.426300558965736e-07,0.0009,True,1.5988850575541494e-06,45,0.17291279102209955
v0.1-K2,v0.1,K2,20261203,1.2368289513006112e-06,9.424999974101329e-07,0.00092,True,1.2368289513006112e-06,46,0.17436229204759002
v0.1-K2,v0.1,K2,20261203,2.8183274201119325e-07,9.423468867954851e-07,0.00094,True,2.8183274201119325e-07,47,0.17611483309883624
v0.1-K2,v0.1,K2,20261203,7.967199594797225e-07,9.424285108071575e-07,0.00096,True,7.967199594797225e-07,48,0.17127533396705985
v0.1-K2,v0.1,K2,20261203,1.2534885951911054e-06,9.425280727716217e-07,0.00098,True,1.2534885951911054e-06,49,0.17377524997573346
v0.1-K2,v0.1,K2,20261203,8.885153345415362e-07,9.423859673186627e-07,0.001,True,8.885153345415362e-07,50,0.18390016700141132
v0.1-K2,v0.1,K2,20261203,1.8237618674968001e-07,9.422035650782015e-07,0.0009999972933796531,True,1.8237618674968001e-07,51,0.1752311249729246
v0.1-K2,v0.1,K2,20261203,9.206065859265798e-07,9.421779501648962e-07,0.0009999891735482113,True,9.206065859265798e-07,52,0.17424412502441555
v0.1-K2,v0.1,K2,20261203,1.1337987226734758e-06,9.421011119169481e-07,0.0009999756405944717,True,1.1337987226734758e-06,53,0.17359266697894782
v0.1-K2,v0.1,K2,20261203,6.325029526370465e-07,9.418699884938677e-07,0.0009999566946664287,True,6.325029526370465e-07,54,0.17362287500873208
v0.1-K2,v0.1,K2,20261203,2.512944818936025e-07,9.417059959470655e-07,0.000999932335971272,True,2.512944818936025e-07,55,0.17188237491063774
v0.1-K2,v0.1,K2,20261203,8.343436643021426e-07,9.416637843286948e-07,0.0009999025647753844,True,8.343436643021426e-07,56,0.1737170829437673
v0.1-K2,v0.1,K2,20261203,8.005257486802801e-07,9.415572195618467e-07,0.0009998673814043389,True,8.005257486802801e-07,57,0.17801341705489904
v0.1-K2,v0.1,K2,20261203,2.236777195825817e-07,9.414137249212738e-07,0.000999826786242895,True,2.236777195825817e-07,58,0.17299550003372133
v0.1-K2,v0.1,K2,20261203,4.605489073776877e-07,9.413884202523929e-07,0.0009997807797349947,True,4.605489073776877e-07,59,0.1746547499205917
v0.1-K2,v0.1,K2,20261203,7.098888962697595e-07,9.413933118666848e-07,0.0009997293623837584,True,7.098888962697595e-07,60,0.17610870802309364
v0.1-K2,v0.1,K2,20261203,3.947814025638407e-07,9.413158694584162e-07,0.0009996725347514778,True,3.947814025638407e-07,61,0.18211766704916954
v0.1-K2,v0.1,K2,20261203,2.888559404259541e-07,9.412593755240048e-07,0.0009996102974596105,True,2.888559404259541e-07,62,0.17457058292347938
v0.1-K2,v0.1,K2,20261203,7.031617557761172e-07,9.412523012499186e-07,0.0009995426511887737,True,7.031617557761172e-07,63,0.1708329999819398
v0.1-K2,v0.1,K2,20261203,6.158672023671365e-07,9.411749032119183e-07,0.0009994695966787366,True,6.158672023671365e-07,64,0.16198287496808916
v0.1-K2,v0.1,K2,20261203,1.5930236666786164e-07,9.410623529495778e-07,0.0009993911347284108,True,1.5930236666786164e-07,65,0.16685562499333173
v0.1-K2,v0.1,K2,20261203,4.082005742044777e-07,9.410037626175901e-07,0.0009993072661958443,True,4.082005742044777e-07,66,0.17384599999058992
v0.1-K2,v0.1,K2,20261203,4.861128281329312e-07,9.409312352398349e-07,0.0009992179919982099,True,4.861128281329312e-07,67,0.17045870900619775
v0.1-K2,v0.1,K2,20261203,1.4879161010756618e-07,9.408271967855337e-07,0.0009991233131117954,True,1.4879161010756618e-07,68,0.16951100004371256
v0.1-K2,v0.1,K2,20261203,3.305054974955549e-07,9.407734886771674e-07,0.0009990232305719944,True,3.305054974955549e-07,69,0.1663347079884261
v0.1-K2,v0.1,K2,20261203,4.801122596450435e-07,9.407378437880157e-07,0.0009989177454732933,True,4.801122596450435e-07,70,0.1684692499693483
v0.1-K2,v0.1,K2,20261203,2.1966813455810817e-07,9.406722788847494e-07,0.0009988068589692606,True,2.1966813455810817e-07,71,0.1696542090503499
v0.1-K2,v0.1,K2,20261203,2.2407167992985755e-07,9.406309682956962e-07,0.0009986905722725327,True,2.2407167992985755e-07,72,0.16701899992767721
v0.1-K2,v0.1,K2,20261203,4.0731437585259446e-07,9.406007857848213e-07,0.000998568886654803,True,4.0731437585259446e-07,73,0.1622689999639988
v0.1-K2,v0.1,K2,20261203,2.1516702718866606e-07,9.405358973394122e-07,0.0009984418034468053,True,2.1516702718866606e-07,74,0.1682738340459764
v0.1-K2,v0.1,K2,20261203,1.9187969639092096e-07,9.404793731069946e-07,0.0009983093240383016,True,1.9187969639092096e-07,75,0.16502512490842491
v0.1-K2,v0.1,K2,20261203,3.6509732038292414e-07,9.40432248561247e-07,0.0009981714498780653,True,3.6509732038292414e-07,76,0.17156870802864432
v0.1-K2,v0.1,K2,20261203,1.9435970616150623e-07,9.40359788242863e-07,0.0009980281824738663,True,1.9435970616150623e-07,77,0.17051325005013496
v0.1-K2,v0.1,K2,20261203,1.5810733543558336e-07,9.403010857622966e-07,0.0009978795233924536,True,1.5810733543558336e-07,78,0.164450041949749
v0.1-K2,v0.1,K2,20261203,2.8685050857634826e-07,9.402562851661331e-07,0.0009977254742595397,True,2.8685050857634826e-07,79,0.1662303329212591
v0.1-K2,v0.1,K2,20261203,1.1082092379258106e-07,9.401980886855246e-07,0.0009975660367597806,True,1.1082092379258106e-07,80,0.16088970901910216
v0.1-K2,v0.1,K2,20261203,2.1867504249076526e-07,9.401556791047053e-07,0.0009974012126367597,True,2.1867504249076526e-07,81,0.1742334159789607
v0.1-K2,v0.1,K2,20261203,2.913486510801424e-07,9.401155360065038e-07,0.000997231003692967,True,2.913486510801424e-07,82,0.1682685000123456
v0.1-K2,v0.1,K2,20261203,1.0315647918034421e-07,9.400610614625277e-07,0.0009970554117897804,True,1.0315647918034421e-07,83,0.16547170805279166
v0.1-K2,v0.1,K2,20261203,1.9460588064823395e-07,9.400168465789206e-07,0.0009968744388474447,True,1.9460588064823395e-07,84,0.1681933751096949
v0.1-K2,v0.1,K2,20261203,1.8176418101106665e-07,9.399638346863347e-07,0.000996688086845051,True,1.8176418101106665e-07,85,0.17469016602262855
v0.1-K2,v0.1,K2,20261203,9.839991866309158e-08,9.39905631754288e-07,0.000996496357820515,True,9.839991866309158e-08,86,0.15810754208359867
v0.1-K2,v0.1,K2,20261203,2.33058078201718e-07,9.398574279336119e-07,0.0009962992538705543,True,2.33058078201718e-07,87,0.17361404199618846
v0.1-K2,v0.1,K2,20261203,1.2646708223207096e-07,9.398015742927201e-07,0.0009960967771506667,True,1.2646708223207096e-07,88,0.16302970796823502
v0.1-K2,v0.1,K2,20261203,1.266878613360271e-07,9.397534206058713e-07,0.0009958889298751045,True,1.266878613360271e-07,89,0.17290158395189792
v0.1-K2,v0.1,K2,20261203,1.6227558044120612e-07,9.397069405302248e-07,0.0009956757143168527,True,1.6227558044120612e-07,90,0.1644486669683829
v0.1-K2,v0.1,K2,20261203,7.08311320142416e-08,9.396550969947882e-07,0.0009954571328076023,True,7.08311320142416e-08,91,0.16867054102476686
v0.1-K2,v0.1,K2,20261203,1.8937060149775308e-07,9.396091674983342e-07,0.0009952331877377259,True,1.8937060149775308e-07,92,0.1783466669730842
v0.1-K2,v0.1,K2,20261203,1.0521718483518766e-07,9.395550732994013e-07,0.0009950038815562505,True,1.0521718483518766e-07,93,0.17017100006341934
v0.1-K2,v0.1,K2,20261203,1.1669987711804504e-07,9.39503608737474e-07,0.000994769216770832,True,1.1669987711804504e-07,94,0.17031000007409602
v0.1-K2,v0.1,K2,20261203,1.1639220217710283e-07,9.394503926723382e-07,0.0009945291959477269,True,1.1639220217710283e-07,95,0.16938583401497453
v0.1-K2,v0.1,K2,20261203,9.46511557903394e-08,9.393959299119669e-07,0.0009942838217117645,True,9.46511557903394e-08,96,0.16174354101531208
v0.1-K2,v0.1,K2,20261203,1.6088500078621344e-07,9.39345718700225e-07,0.0009940330967463178,True,1.6088500078621344e-07,97,0.17744358396157622
v0.1-K2,v0.1,K2,20261203,6.301723678816398e-08,9.392919924317196e-07,0.0009937770237932752,True,6.301723678816398e-08,98,0.16785550001077354
v0.1-K2,v0.1,K2,20261203,1.1959532402906505e-07,9.392423557879726e-07,0.0009935156056530097,True,1.1959532402906505e-07,99,0.1623453750507906
v0.1-K2,v0.1,K2,20261203,6.481782026565976e-08,9.391877990186339e-07,0.0009932488451843476,True,6.481782026565976e-08,100,0.1655316670658067
v0.1-K2,v0.1,K2,20261203,1.381067277409917e-07,9.391350862753281e-07,0.000992976745304539,True,1.381067277409917e-07,101,0.17086991702672094
v0.1-K2,v0.1,K2,20261203,9.475570477678744e-08,9.390788011950132e-07,0.0009926993089892245,True,9.475570477678744e-08,102,0.1695421669865027
v0.1-K2,v0.1,K2,20261203,8.94807876617191e-08,9.390234374488396e-07,0.0009924165392724033,True,8.94807876617191e-08,103,0.16112558299209923
v0.1-K2,v0.1,K2,20261203,7.211230526843167e-08,9.389667970939766e-07,0.0009921284392463998,True,7.211230526843167e-08,104,0.17603954195510596
v0.1-K2,v0.1,K2,20261203,1.0923814108975979e-07,9.389109078197224e-07,0.0009918350120618293,True,1.0923814108975979e-07,105,0.16852249996736646
v0.1-K2,v0.1,K2,20261203,9.931454973302089e-08,9.388542548458102e-07,0.0009915362609275648,True,9.931454973302089e-08,106,0.17303512489888817
v0.1-K2,v0.1,K2,20261203,7.503263993908418e-08,9.387972794658269e-07,0.000991232189110701,True,7.503263993908418e-08,107,0.1621772920479998
v0.1-K2,v0.1,K2,20261203,6.926604057031126e-08,9.38738786002116e-07,0.0009909227999365183,True,6.926604057031126e-08,108,0.16735612496268004
v0.1-K2,v0.1,K2,20261203,1.0156187168972547e-07,9.386792811079921e-07,0.0009906080967884469,True,1.0156187168972547e-07,109,0.17720562499016523
v0.1-K2,v0.1,K2,20261203,8.632996501447553e-08,9.386182150758062e-07,0.0009902880831080306,True,8.632996501447553e-08,110,0.16349349997472018
v0.1-K2,v0.1,K2,20261203,7.40228054881264e-08,9.385567820923827e-07,0.0009899627623948875,True,7.40228054881264e-08,111,0.1763267080532387
v0.1-K2,v0.1,K2,20261203,5.993416467613602e-08,9.384935828797051e-07,0.0009896321382066727,True,5.993416467613602e-08,112,0.16132616600953043
v0.1-K2,v0.1,K2,20261203,1.0268447550519878e-07,9.384304500019032e-07,0.0009892962141590392,True,1.0268447550519878e-07,113,0.16773054108489305
v0.1-K2,v0.1,K2,20261203,6.562394425992268e-08,9.38365670421017e-07,0.000988954993925599,True,6.562394425992268e-08,114,0.17721712496131659
v0.1-K2,v0.1,K2,20261203,7.350179897981105e-08,9.383011602536142e-07,0.0009886084812378818,True,7.350179897981105e-08,115,0.17186470807064325
v0.1-K2,v0.1,K2,20261203,7.044296579377986e-08,9.382343808441663e-07,0.0009882566798852944,True,7.044296579377986e-08,116,0.16705833305604756
v0.1-K2,v0.1,K2,20261203,9.25870625002968e-08,9.381676356852758e-07,0.0009878995937150806,True,9.25870625002968e-08,117,0.16282041708473116
v0.1-K2,v0.1,K2,20261203,6.286924857488808e-08,9.38099905260982e-07,0.000987537226632277,True,6.286924857488808e-08,118,0.16685024998150766
v0.1-K2,v0.1,K2,20261203,6.148089955181781e-08,9.380306623692622e-07,0.0009871695825996725,True,6.148089955181781e-08,119,0.1755917080445215
v0.1-K2,v0.1,K2,20261203,9.412840272749919e-08,9.379603245391929e-07,0.0009867966656377629,True,9.412840272749919e-08,120,0.1714017919730395
v0.1-K2,v0.1,K2,20261203,6.525020536757729e-08,9.378883693198135e-07,0.0009864184798247086,True,6.525020536757729e-08,121,0.1798313339240849
v0.1-K2,v0.1,K2,20261203,6.64988375073339e-08,9.378153037807995e-07,0.000986035029296289,True,6.64988375073339e-08,122,0.16695599991362542
v0.1-K2,v0.1,K2,20261203,8.389945702252912e-08,9.377402827264362e-07,0.0009856463182458578,True,8.389945702252912e-08,123,0.16538033296819776
v0.1-K2,v0.1,K2,20261203,6.75601799695861e-08,9.376638923426873e-07,0.0009852523509242964,True,6.75601799695861e-08,124,0.17067975003737956
v0.1-K2,v0.1,K2,20261203,6.639947814054353e-08,9.375862987000808e-07,0.0009848531316399684,True,6.639947814054353e-08,125,0.17074133397545666
v0.1-K2,v0.1,K2,20261203,7.708954146639014e-08,9.375071245085258e-07,0.0009844486647586723,True,7.708954146639014e-08,126,0.17360737500712276
v0.1-K2,v0.1,K2,20261203,6.96452471350877e-08,9.374264081696248e-07,0.0009840389547035929,True,6.96452471350877e-08,127,0.16912124992813915
v0.1-K2,v0.1,K2,20261203,6.809056060397368e-08,9.373437562715756e-07,0.0009836240059552537,True,6.809056060397368e-08,128,0.1708747079828754
v0.1-K2,v0.1,K2,20261203,7.775512818790364e-08,9.372583468442826e-07,0.0009832038230514675,True,7.775512818790364e-08,129,0.16733783297240734
v0.1-K2,v0.1,K2,20261203,6.854713250153506e-08,9.371706465180248e-07,0.0009827784105872876,True,6.854713250153506e-08,130,0.17230491701047868
v0.1-K2,v0.1,K2,20261203,6.668955215617126e-08,9.37081279610347e-07,0.0009823477732149562,True,6.668955215617126e-08,131,0.16907420800998807
v0.1-K2,v0.1,K2,20261203,8.055097486259223e-08,9.369900842076461e-07,0.000981911915643855,True,8.055097486259223e-08,132,0.16697729099541903
v0.1-K2,v0.1,K2,20261203,6.681028669356224e-08,9.368967171864438e-07,0.0009814708426404523,True,6.681028669356224e-08,133,0.17071720794774592
v0.1-K2,v0.1,K2,20261203,6.724103196942555e-08,9.368009742221476e-07,0.000981024559028252,True,6.724103196942555e-08,134,0.18180779099930078
v0.1-K2,v0.1,K2,20261203,8.101997919719009e-08,9.367025894162134e-07,0.00098057306968774,True,8.101997919719009e-08,135,0.16977158398367465
v0.1-K2,v0.1,K2,20261203,6.88319538912187e-08,9.366014723560156e-07,0.000980116379556331,True,6.88319538912187e-08,136,0.17088983301073313
v0.1-K2,v0.1,K2,20261203,7.363598492314826e-08,9.364981810453093e-07,0.0009796544936283161,True,7.363598492314826e-08,137,0.164210916031152
v0.1-K2,v0.1,K2,20261203,6.968915955409075e-08,9.363926639179992e-07,0.000979187416954805,True,6.968915955409075e-08,138,0.17882487492170185
v0.1-K2,v0.1,K2,20261203,6.871702124293057e-08,9.36284630531619e-07,0.0009787151546436735,True,6.871702124293057e-08,139,0.16667462489567697
v0.1-K2,v0.1,K2,20261203,7.959607016834511e-08,9.361737745974241e-07,0.000978237711859507,True,7.959607016834511e-08,140,0.17133891698904335
v0.1-K2,v0.1,K2,20261203,7.02005609970983e-08,9.36059819340952e-07,0.0009777550938235428,True,7.02005609970983e-08,141,0.17207562504336238
v0.1-K2,v0.1,K2,20261203,7.719584551897877e-08,9.35943406399735e-07,0.0009772673058136146,True,7.719584551897877e-08,142,0.17692208290100098
v0.1-K2,v0.1,K2,20261203,7.113767940151261e-08,9.358242382575096e-07,0.0009767743531640942,True,7.113767940151261e-08,143,0.16965912492014468
v0.1-K2,v0.1,K2,20261203,7.648447634660656e-08,9.357020434235994e-07,0.0009762762412658323,True,7.648447634660656e-08,144,0.16513495799154043
v0.1-K2,v0.1,K2,20261203,7.23783581665172e-08,9.355765166203166e-07,0.0009757729755661011,True,7.23783581665172e-08,145,0.17641508404631168
v0.1-K2,v0.1,K2,20261203,7.976668191920537e-08,9.354477960889012e-07,0.0009752645615685335,True,7.976668191920537e-08,146,0.1696709169773385
v0.1-K2,v0.1,K2,20261203,7.565513786170088e-08,9.353162071321181e-07,0.0009747510048330638,True,7.565513786170088e-08,147,0.16640379093587399
v0.1-K2,v0.1,K2,20261203,9.645600344959532e-08,9.351815656995604e-07,0.0009742323109758659,True,9.645600344959532e-08,148,0.17084237502422184
