step,stage,stage_time,position_object_identity,source_l1,source_l2,source_linf,external_force_x,external_force_y,internal_force_x,internal_force_y,total_force_x,total_force_y,assembly_defect_l2,pair_force_residual,internal_force_residual,viscous_power
45,midpoint,0.011125000000000008,4529282160,2.3007448266096397,2.7141481914653247,4.413957164582905,-3.8163916471489756e-16,-3.3393426912553537e-16,1.4647571350279165e-16,-8.608565249534905e-17,-1.1796119636642288e-16,-3.8489177123235407e-16,1.2235340408272929e-16,0.0,2.90636754701426e-18,-0.7571004806707922
46,start,0.011250000000000008,4529378944,2.300642932668284,2.713993750434977,4.413602466463799,-1.5959455978986625e-16,-3.5214886562329184e-16,9.497611030973019e-17,-1.1405806854547507e-16,-1.3877787807814457e-17,-4.574248965716343e-16,5.149503792893503e-17,0.0,2.537003390055724e-18,-0.7569701661911965
46,midpoint,0.011375000000000008,4529441840,2.3005412421887557,2.713839354293369,4.413247613868788,-2.0816681711721685e-16,-3.213575239247035e-16,-1.6696713456276768e-16,6.765421556309548e-17,-5.065392549852277e-16,-2.6356954813122613e-16,1.3177517377690888e-16,0.0,3.0768891868757406e-18,-0.7568399798922587
47,start,0.011500000000000008,4529422896,2.300439754581959,2.713685018749297,4.412892614242092,-3.400058012914542e-16,-2.5500435096859064e-16,-2.1998462079730885e-16,3.382710778154774e-17,-6.106226635438361e-16,-2.207435623180487e-16,5.063409872665801e-17,0.0,3.7983175607270856e-18,-0.7567097111532777
47,midpoint,0.011625000000000009,4529507696,2.3003384864488474,2.713530728064757,4.412537460657947,-4.2327252813834093e-16,-3.4867941867133823e-16,-4.369334755116583e-17,-6.938893903907228e-18,-2.636779683484747e-16,-3.3545215216701507e-16,2.0428570017675375e-16,0.0,7.54392021201351e-19,-0.7565795704405758
48,start,0.011750000000000009,4529296144,2.300237437116336,2.713376497482171,4.412182160706429,-1.734723475976807e-16,-2.8622937353617317e-16,-3.404394821604484e-17,-9.90960785651751e-17,-3.0531133177191805e-16,-3.918306651362613e-16,9.80111567868361e-17,0.0,1.785272592304344e-18,-0.7564493471875708
48,midpoint,0.011875000000000009,4529376704,2.300136624245312,2.713222311730137,4.411826707315718,-1.8041124150158794e-16,-2.489328188026718e-16,4.0549161250957866e-16,2.3418766925686896e-17,2.7755575615628914e-16,-2.78314697677029e-16,7.444175067369096e-17,0.0,6.914682265586609e-18,-0.7563192518070587
49,start,0.012000000000000009,4529447120,2.3000360470512358,2.713068185578113,4.411471108220606,-6.938893903907228e-17,-2.5413698923060224e-16,-4.336808689942018e-17,-1.6414820891430537e-16,-4.85722573273506e-17,-3.9811903773667723e-16,6.727821747992659e-17,0.0,2.8880213225430013e-18,-0.7561890737879536
49,midpoint,0.012125000000000009,4529437616,2.2999357242459464,2.7129141042278913,4.411115356204355,-4.163336342344337e-17,-2.484991379336776e-16,1.9743321560961036e-16,-7.589415207398531e-18,1.1796119636642288e-16,-2.9089144287786084e-16,5.141016444513524e-17,0.0,3.3581008687285007e-18,-0.7560590234882347
50,start,0.01225000000000001,4529504816,2.2998356548888674,2.7127600819695945,4.410759459145343,6.938893903907228e-17,-1.8951853975046618e-16,-2.47198095326695e-17,-6.201636426617085e-17,-6.245004513516506e-17,-2.5034228162690297e-16,1.0712581352809044e-16,0.0,1.1337576056579703e-18,-0.7559288904538526
50,midpoint,0.01237500000000001,4529276400,2.2997358587150325,2.7126061044845815,4.4104034096830365,-1.3877787807814457e-17,-7.37257477290143e-17,-9.356664748549903e-17,7.112366251504909e-17,4.85722573273506e-17,7.26415455565288e-18,1.5632834376235928e-16,0.0,1.9942473569754088e-18,-0.7557988849865167
51,start,0.01250000000000001,4529374384,2.299636334562403,2.7124521855774835,4.410047215838282,-3.469446951953614e-17,-1.5916087892087205e-16,-7.567731163948821e-17,5.572799166575493e-17,-6.938893903907228e-17,-1.0928757898653885e-16,4.13989222504511e-17,0.0,1.4361114383820234e-18,-0.7556687966909117
51,midpoint,0.01262500000000001,4529449760,2.2995371031390306,2.7122983114153874,4.409690870107868,-2.0816681711721685e-16,-1.7780915628762273e-16,-2.527275264063711e-16,-9.107298248878237e-18,-1.942890293094024e-16,-1.8778381627448937e-16,2.666067251282854e-16,0.0,4.401320174830192e-18,-0.7555388358108638
52,start,0.01275000000000001,4529426896,2.299438162971778,2.7121444953114953,4.409334380653994,-2.0816681711721685e-17,-1.942890293094024e-16,2.5977484052752686e-16,-4.618701254788249e-17,3.7470027081099033e-16,-2.301761212186726e-16,1.3613232288503382e-16,0.0,4.465694987953227e-18,-0.755408792011645
52,midpoint,0.01287500000000001,4529505216,2.2993395356660855,2.7119907239245613,4.408977739831886,-2.914335439641036e-16,-1.465841337200402e-16,-6.201636426617085e-17,4.618701254788249e-17,-2.498001805406602e-16,-1.1123914289701275e-16,1.0421523633909491e-16,0.0,1.3076355859134043e-18,-0.7552788754774273
53,start,0.01300000000000001,4529297584,2.2992412193214236,2.7118370100706426,4.408620955943989,-6.245004513516506e-17,-2.5153490401663703e-17,1.2988742026376343e-16,7.003946034256359e-17,4.163336342344337e-17,-1.0625181290357943e-17,6.121547950559036e-17,0.0,2.572887785440144e-18,-0.7551488759360756
53,midpoint,0.01312500000000001,4529275760,2.2991432363377484,2.7116833409058785,4.408264021205063,2.0122792321330962e-16,-1.7433970933566911e-16,-9.237402509576498e-17,-1.721713049906981e-16,-5.551115123125783e-17,-3.684118982105744e-16,1.658177257181626e-16,0.0,3.298472533962904e-18,-0.7550190035101818
54,start,0.01325000000000001,4529448480,2.2990455842434177,2.7115297287436917,4.407906944056711,-6.245004513516506e-17,-1.2967057982926633e-16,-2.8536201179818477e-16,-1.951563910473908e-18,-3.191891195797325e-16,-1.831217469328017e-16,5.891928098502126e-17,3.5114121657895105e-16,4.813392489260989e-18,-0.7548890479923569
54,midpoint,0.01337500000000001,4529429936,2.298948286102973,2.7113761612430998,4.407549716574314,-1.6653345369377348e-16,-2.2638141361497333e-16,1.437652080715779e-16,-3.9898639947466563e-17,6.245004513516506e-17,-3.462941738918701e-16,1.1689489523370386e-16,0.0,2.5143910983209493e-18,-0.7547592194415369
55,start,0.01350000000000001,4529304864,2.298851338704084,2.711222650209625,4.407192347337549,4.85722573273506e-17,-7.762887554996212e-17,-3.664603343001005e-16,-7.112366251504909e-17,-2.914335439641036e-16,-1.5699247457590104e-16,2.7708101169316032e-17,0.0,6.296993642173183e-18,-0.7546293077173769
55,midpoint,0.01362500000000001,4529384304,2.298754765621733,2.711069183810431,4.406834828283502,6.938893903907228e-17,-9.71445146547012e-17,-8.847089727481716e-17,1.1579279202145187e-16,-1.6653345369377348e-16,-1.7780915628762273e-17,1.5188492227707581e-16,0.0,2.4747786379986373e-18,-0.7544995228129343
56,start,0.01375000000000001,4529285120,2.298658562711994,2.7109157733381046,4.4064771681288475,-2.7755575615628914e-17,-9.80118763926896e-17,5.312590645178972e-17,1.6761765586625899e-16,-8.326672684688674e-17,6.245004513516506e-17,1.088724705145962e-16,0.0,2.955536303480494e-18,-0.7543696546573455
56,midpoint,0.01387500000000001,4529512256,2.2985627538878237,2.7107624074729917,4.406119358673449,-4.163336342344337e-17,-2.1250362580715887e-16,2.0556473190325164e-16,6.505213034913027e-19,3.8163916471489756e-16,-2.2280354644577116e-16,2.1798301933927455e-16,0.0,3.452424107980249e-18,-0.754239913175424
57,start,0.01400000000000001,4529426976,2.2984673338691284,2.7106090969899412,4.405761408769912,-7.632783294297951e-17,-1.4094628242311558e-16,-1.0885389811754465e-16,3.209238430557093e-17,-1.6653345369377348e-16,-1.1633489310769463e-16,2.0092872736120007e-17,0.0,1.9041752014019223e-18,-0.7541100883683605
57,midpoint,0.01412500000000001,4529293824,2.2983723267249587,2.710455831087287,4.405403310081938,-2.0816681711721685e-16,-3.46077333457373e-16,1.43982048506075e-16,-6.266688556966216e-17,1.3183898417423734e-16,-3.761097336352215e-16,1.9872171822136593e-16,0.0,2.6858558174117717e-18,-0.7539803900902217
58,start,0.014250000000000011,4529440560,2.2982777258312534,2.710302620017567,4.405045071597015,-1.1796119636642288e-16,-5.117434254131581e-17,7.15573433840433e-18,1.2793585635328952e-17,8.326672684688674e-17,-2.3852447794681098e-17,1.9461522617804232e-16,0.0,3.1043668696188867e-19,-0.7538506084169547
58,midpoint,0.014375000000000011,4529286400,2.298183555233133,2.7101494535016797,4.404686684843731,1.3877787807814457e-17,-5.681219383824043e-17,-1.3552527156068805e-16,8.023096076392733e-18,-5.551115123125783e-17,-4.694595406862234e-17,6.616201068652318e-17,0.0,2.271870727548413e-18,-0.7537209531292445
59,start,0.014500000000000011,4529429776,2.298089806763816,2.709996341265514,4.404328158943411,6.938893903907228e-18,-1.708702623837155e-16,-6.938893903907228e-18,3.0140820395097023e-17,5.551115123125783e-17,-1.5308934675495323e-16,5.687051219087483e-17,0.0,5.205586615455554e-19,-0.7535912143806227
59,midpoint,0.014625000000000011,4529386784,2.2979965042786876,2.709843273556869,4.403969485290569,1.942890293094024e-16,-1.3053794156725473e-16,3.0878077872387166e-16,1.0842021724855044e-17,5.204170427930421e-16,-9.93129189996722e-17,2.6765524040547662e-17,0.0,5.161106516563758e-18,-0.7534616018756276
60,start,0.014750000000000011,4529299264,2.2979036378911264,2.7096902595708885,4.403610673139339,1.1102230246251565e-16,-6.505213034913027e-17,4.401860820291148e-17,2.4936649967166602e-17,1.457167719820518e-16,-2.949029909160572e-17,1.4136266821186874e-17,0.0,8.589677201372213e-19,-0.7533319058483241
60,midpoint,0.014875000000000011,4529516576,2.2978112311270564,2.709537290086374,4.403251713751192,1.1102230246251565e-16,-4.8138576458356397e-17,-2.8406096919120216e-17,1.6479873021779667e-17,1.8041124150158794e-16,-3.74049749507499e-17,9.796371110966939e-17,0.0,5.35123382908652e-19,-0.7532023359242166
61,start,0.015000000000000012,4529277600,2.297719272235721,2.7093843737638594,4.402892616512047,4.85722573273506e-17,-6.591949208711867e-17,3.903127820947816e-17,6.331740687315346e-17,1.5265566588595902e-16,-1.723881454251952e-17,6.667843360785852e-17,0.0,1.2242013920087262e-18,-0.753072682420966
61,midpoint,0.015125000000000012,4529375584,2.2976277843096,2.7092315019170132,4.402533372551348,1.457167719820518e-16,-1.5048726154098802e-16,5.182486384480711e-17,1.0842021724855044e-18,-6.938893903907228e-18,-1.1123914289701275e-16,2.0801146977851385e-16,0.0,8.627565306963172e-19,-0.7529431548820376
62,start,0.015250000000000012,4529441120,2.2975367536306095,2.7090786826681397,4.402173991385791,-3.469446951953614e-17,-4.597017211338539e-17,-8.673617379884035e-17,-1.3856103764364747e-16,-5.551115123125783e-17,-1.7227972520794665e-16,6.704832817214908e-17,0.0,2.7183115526894552e-18,-0.7528135437118606
62,midpoint,0.015375000000000012,4529299264,2.2974462027957303,2.7089259078693955,4.401814464013798,-3.469446951953614e-17,-1.7477339020466331e-16,-1.3769367590565906e-16,7.849623728795052e-17,-2.498001805406602e-16,-9.475926987523309e-17,7.742691489169383e-17,0.0,2.633205532286688e-18,-0.7526840583687437
63,start,0.015500000000000012,4529430176,2.2973561160617875,2.7087731851014762,4.401454800081852,6.938893903907228e-17,-7.28583859910259e-17,2.0383000842727483e-17,2.927345865710862e-17,4.85722573273506e-17,-5.355958732078392e-17,4.238994791741294e-17,0.0,5.686905056062696e-19,-0.7525544893471601
63,midpoint,0.01562500000000001,4529284400,2.2972665155121987,2.708620506758407,4.401094990458342,2.7755575615628914e-17,-1.682681771697503e-16,2.927345865710862e-17,6.071532165918825e-17,2.220446049250313e-16,-6.375108774214766e-17,1.7073000151508307e-16,0.0,1.1177784490947792e-18,-0.7524250460170374
64,start,0.01575000000000001,4529451040,2.2971773833664737,2.708467879876139,4.4007350449185525,-6.938893903907228e-18,-9.150666335777657e-17,1.6263032587282567e-17,-8.218252467440124e-17,-8.326672684688674e-17,-1.6794291651800464e-16,9.276900353004592e-17,0.0,1.388019014360431e-18,-0.7522955189662658
64,midpoint,0.01587500000000001,4529507856,2.2970887412184067,2.7083152973937037,4.400374954201824,9.020562075079397e-17,3.122502256758253e-17,1.5005358067199381e-16,7.28583859910259e-17,2.1510571102112408e-16,1.109138822452671e-16,2.6064409645543952e-17,0.0,2.7611318089356324e-18,-0.7521661174730676
65,start,0.01600000000000001,4529294304,2.297000569279793,2.7081627657994156,4.400014728211267,8.326672684688674e-17,-2.3418766925686896e-16,-1.6544925152128798e-16,-1.1731067506293158e-16,-5.551115123125783e-17,-3.621235256101585e-16,2.870987005885934e-17,0.0,3.3708355276734622e-18,-0.752036632222213
65,midpoint,0.01612500000000001,4529380864,2.296912888715412,2.7080102785802063,4.399654357558146,-9.71445146547012e-17,-1.5525775109992423e-16,3.252606517456513e-17,-8.456776945386935e-18,2.0816681711721685e-17,-1.6718397499726478e-16,8.550554779616563e-17,0.0,5.830626313686544e-19,-0.7519072723968007
66,start,0.01625000000000001,4529290320,2.2968256777941587,2.707857841674105,4.39929385227244,1.3877787807814457e-17,-1.0625181290357943e-16,1.7759231585312563e-16,4.2934406030425976e-17,1.942890293094024e-16,-6.624475273886432e-17,4.063950741464904e-18,0.0,3.0090700860256115e-18,-0.7517778287820294
66,midpoint,0.01637500000000001,4529514736,2.2967389573414536,2.707705449118593,4.398933202838291,4.163336342344337e-17,-1.3660947373317356e-16,1.5699247457590104e-16,1.244664094013359e-16,1.8735013540549517e-16,-1.214306433183765e-17,1.1275702593849246e-17,0.0,3.2688698247756646e-18,-0.751648510462366
67,start,0.01650000000000001,4529435856,2.2966527037749564,2.7075531062990144,4.3985724194116,1.6653345369377348e-16,-1.5872719805187785e-16,6.505213034913027e-17,-2.970713952610282e-17,-3.469446951953614e-17,-1.5460722979643293e-16,2.6842008148810383e-16,0.0,1.178331236035719e-18,-0.751519108327066
67,midpoint,0.01662500000000001,4529304704,2.2965669376907094,2.7074008078057994,4.398211492350332,-4.163336342344337e-17,-2.0339632755828063e-16,-7.589415207398531e-18,5.941427905220564e-17,-1.5959455978986625e-16,-1.6111244283134596e-16,1.1169324279451661e-16,0.0,9.859983214979208e-19,-0.7513898313583752
68,start,0.01675000000000001,4529445280,2.296481633764737,2.707248558469456,4.397850431935377,-5.551115123125783e-17,-5.117434254131581e-17,-1.3660947373317356e-17,1.2555061157382141e-16,5.551115123125783e-17,1.0310762660337147e-16,1.279507862324015e-16,0.0,2.1290991430143317e-18,-0.751260470553304
68,midpoint,0.01687500000000001,4529277680,2.2963968124852823,2.707096353435517,4.397489228399451,4.85722573273506e-17,-1.1015494072452725e-16,2.0903417885520525e-16,8.001412032943023e-17,2.0122792321330962e-16,-2.8406096919120216e-17,5.640519470901213e-17,0.0,3.657695068101364e-18,-0.7511312347882133
69,start,0.01700000000000001,4529435216,2.296312446905782,2.7069441969777484,4.397127892147517,5.551115123125783e-17,-8.456776945386935e-17,-1.1167282376600696e-16,2.667137344314341e-17,-5.551115123125783e-17,-5.084908188957016e-17,7.077274495774321e-18,0.0,1.8847761653028802e-18,-0.7510019151716314
69,midpoint,0.017125000000000012,4529378944,2.296228557532004,2.7067920847986917,4.396766413287959,4.163336342344337e-17,-3.209238430557093e-17,-4.683753385137379e-17,5.312590645178972e-17,-1.5265566588595902e-16,1.5720931501039814e-17,1.4754716917708815e-16,0.0,1.1615690285021623e-18,-0.7508727204703015
70,start,0.017250000000000012,4529304704,2.29614511591599,2.7066400206137162,4.396404802348902,1.0408340855860843e-16,-1.0798653637955624e-16,1.1405806854547507e-16,9.194034422677078e-17,2.42861286636753e-16,3.7947076036992655e-17,5.938301098079116e-17,0.0,2.400481522544248e-18,-0.750743441908093
70,midpoint,0.017375000000000012,4529517456,2.2960621427037085,2.7064880006840273,4.396043049315309,1.942890293094024e-16,3.382710778154774e-17,-6.722053469410127e-17,1.465841337200402e-16,6.938893903907228e-17,1.6263032587282567e-16,6.0358032539741e-17,3.471206995357985e-17,2.6281925773577066e-18,-0.7506142881383356
71,start,0.017500000000000012,4529284320,2.295979608063446,2.706336028165191,4.395681164837572,-1.3877787807814457e-17,-2.688821387764051e-17,-1.3530843112619095e-16,-1.3010426069826053e-18,-1.942890293094024e-16,-1.6046192152785466e-17,4.670885906470169e-17,0.0,2.198906750572408e-18,-0.750485050504113
71,midpoint,0.017625000000000012,4529428816,2.295897532896714,2.706184099878484,4.39531913877812,2.0816681711721685e-17,-2.7321894746634712e-17,3.859759734048396e-17,-2.688821387764051e-17,1.1796119636642288e-16,1.5178830414797062e-18,8.08291443855262e-17,0.0,7.686266039736552e-19,-0.7503559375414921
72,start,0.017750000000000012,4529298784,2.2958158860982047,2.706032218418515,4.394956981908736,3.469446951953614e-17,-7.589415207398531e-17,-3.8445809036335987e-16,-6.5052130349130266e-18,-4.649058915617843e-16,-1.3552527156068805e-16,1.2680735168913682e-16,0.0,6.277107954185605e-18,-0.7502267407166878
72,midpoint,0.017875000000000012,4529594256,2.295734688930028,2.705880381167785,4.394594683970195,-6.938893903907228e-17,-1.3704315460216776e-16,-3.168038748002644e-16,1.431146867680866e-17,-3.3306690738754696e-16,-1.728218262941894e-16,7.301632761576986e-17,0.0,5.172212202820854e-18,-0.7500976684446072
73,start,0.018000000000000013,4529375904,2.29565390911365,2.7057285901590404,4.394232255854801,-4.163336342344337e-17,-1.5655879370690684e-16,3.176712365382528e-16,4.119968255444917e-17,3.95516952522712e-16,-9.345822726825048e-17,1.214697457438247e-16,0.0,5.2196649829363395e-18,-0.7499685123185513
73,midpoint,0.018125000000000013,4529448880,2.2955735683650937,2.7055768433369147,4.393869687182536,-6.938893903907228e-18,-2.3635607360183997e-16,-3.445594504158933e-16,-9.974659986866641e-17,-5.065392549852277e-16,-3.0205872525446154e-16,1.587346036316647e-16,0.0,5.8395217772025666e-18,-0.7498394806283286
74,start,0.018250000000000013,4529423536,2.2954936333222475,2.7054251421716367,4.393506988965383,-1.0408340855860843e-16,-1.6393136847980827e-16,2.712673835558732e-16,-4.206704429243757e-17,1.1796119636642288e-16,-2.1217836515541322e-16,4.960921031017408e-17,0.0,4.492614816701989e-18,-0.7497103650983115
74,midpoint,0.018375000000000013,4529277680,2.295414126236346,2.7052734851706246,4.393144150703377,4.85722573273506e-17,-1.5308934675495323e-16,2.8731357570865868e-16,-6.591949208711867e-17,1.249000902703301e-16,-1.5525775109992423e-16,2.2040686204991974e-16,0.0,4.789928095801775e-18,-0.7495813738892363
75,start,0.018500000000000013,4529601376,2.295335012740676,2.7051218732411892,4.392781183527335,-4.163336342344337e-17,-2.1423834928313568e-16,-2.5370330836160804e-17,5.984795992119984e-17,1.3877787807814457e-16,-1.5037884132373946e-16,2.0582066959238782e-16,0.0,1.0512062753664665e-18,-0.7494522988605554
75,midpoint,0.018625000000000013,4529298784,2.295256315691488,2.704970305453936,4.392418076818189,9.71445146547012e-17,-2.437286483747414e-16,1.2967057982926633e-16,3.729655473350135e-17,2.0122792321330962e-16,-2.0122792321330962e-16,2.6111046005032558e-17,0.0,2.190987200288344e-18,-0.7493233480399355
76,start,0.018750000000000013,4529375824,2.2951779997864605,2.7048187821531045,4.392054841824768,6.245004513516506e-17,-4.7271214720367993e-17,1.3660947373317356e-17,2.168404344971009e-18,1.5959455978986625e-16,-1.087454779002961e-16,1.0497568830786579e-16,0.0,2.24137650249982e-19,-0.7491943134259305
76,midpoint,0.018875000000000013,4529509536,2.295100088546137,2.7046673029726396,4.391691467809717,7.632783294297951e-17,-1.1015494072452725e-16,4.2500725161431774e-17,-8.760353553682876e-17,9.71445146547012e-17,-2.3180242447740085e-16,4.036320292625026e-17,0.0,1.5763312616902975e-18,-0.7490654029091193
77,start,0.019000000000000013,4529277680,2.295022545792599,2.70451586769381,4.391327966139071,-2.0816681711721685e-17,-6.635317295611287e-17,-1.2620113287731272e-16,-8.239936510889834e-18,-4.163336342344337e-17,-6.808789643208968e-17,1.0558503844817429e-16,0.0,2.0455811398491016e-18,-0.7489364086311909
77,midpoint,0.019125000000000014,4529442560,2.2949453957605845,2.7043644765138,4.390964325957993,6.245004513516506e-17,-1.8257964584655895e-16,-3.7513395167998453e-17,2.5153490401663703e-17,1.8735013540549517e-16,-1.8344700758454735e-16,1.6448472572947252e-16,0.0,7.298565888925648e-19,-0.7488075383416047
78,start,0.019250000000000014,4529292704,2.294868601448677,2.7042131286512574,4.390600558748933,-1.0408340855860843e-16,-1.968911145233676e-16,-2.6172640443800077e-16,-4.336808689942018e-19,-2.0122792321330962e-16,-2.0686577451023425e-16,1.648582079460099e-16,0.0,4.2255081888043716e-18,-0.748678584329218
78,midpoint,0.019375000000000014,4529505376,2.294792187847463,2.704061824866256,4.390236653540365,1.3183898417423734e-16,-6.635317295611287e-17,-2.749536709423239e-16,1.0321604682062002e-16,-4.85722573273506e-17,3.198396408832238e-17,9.466823503773953e-17,0.0,4.757104407966963e-18,-0.7485497541983362
79,start,0.019500000000000014,4529383744,2.2947161171772343,2.7039105638154233,4.389872621930371,1.5959455978986625e-16,-1.5352302762394743e-16,-1.5005358067199381e-16,-1.431146867680866e-17,1.0408340855860843e-16,-1.1535911115245767e-16,1.0812926066065005e-16,0.0,2.4291093499150174e-18,-0.7484208403890115
79,midpoint,0.019625000000000014,4529430016,2.2946404152188418,2.7037593468211205,4.389508452831515,4.85722573273506e-17,-2.1467203015212988e-16,2.2854981795994433e-16,-2.862293735361732e-17,2.5673907444456745e-16,-2.3245294578089215e-16,2.3087142708374677e-17,1.280485828628763e-16,3.7019964570044924e-18,-0.7482920503563628
80,start,0.019750000000000014,4529280880,2.2945650434534715,2.7036081719788068,4.389144157956748,9.020562075079397e-17,-2.207435623180487e-16,-2.883977778811442e-17,1.3791051634015616e-16,2.7755575615628914e-17,-7.958043946043603e-17,3.376728476347512e-17,0.0,2.26637791387418e-18,-0.7481631766956509
80,midpoint,0.019875000000000014,4529504576,2.2944900284802747,2.7034570411722783,4.388779726103485,-1.1796119636642288e-16,-3.122502256758253e-16,-5.182486384480711e-17,1.201296007113939e-16,-8.326672684688674e-17,-2.233456475320139e-16,9.198150401116736e-17,0.0,2.1025937353527745e-18,-0.7480344267087853
