path,size,category,recommended_action,scientific_role,tracked_equivalent,hash_reference,reason
stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_training_protocol_v0_2/target_qualification/resolution_support_qualification_infrastructure_corrected.json,5750,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_training_protocol_v0_2/manifests/stage02mp_run_manifest.json;manifest:stage_02_Particle_Interaction_Operator/08_route_closure/freeze/stage02ms_historical_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/08_route_closure/manifests/stage02ms_closure_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_training_protocol_v0_2/target_qualification/target_core_qualification.json,3359,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_training_protocol_v0_2/manifests/stage02mp_run_manifest.json;manifest:stage_02_Particle_Interaction_Operator/08_route_closure/freeze/stage02ms_historical_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/08_route_closure/manifests/stage02ms_closure_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_training_protocol_v0_2/target_scale/train_only_supervision_scale.json,5148,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_static_fitting_v0_2/freeze/stage02mq_execution_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_training_protocol_v0_2/manifests/stage02mp_run_manifest.json;manifest:stage_02_Particle_Interaction_Operator/08_route_closure/freeze/stage02ms_historical_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_training_protocol_v0_2/test_seal/test_seal_preregistration.json,463,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_training_protocol_v0_2/manifests/stage02mp_run_manifest.json;manifest:stage_02_Particle_Interaction_Operator/08_route_closure/freeze/stage02ms_historical_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/08_route_closure/manifests/stage02ms_closure_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_02_Particle_Interaction_Operator/06_validation/.gitkeep,1,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,06_experiments/stage_01d2_v2_requalification/figures/.gitkeep;06_experiments/stage_01e_error_decomposition/figures/.gitkeep;06_experiments/stage_01f2_mms_implementation/figures/.gitkeep;06_experiments/stage_01f2_mms_implementation/references/.gitkeep,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/freeze/stage02jw_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/05_dataset/regularity_contract_v0_2/freeze/stage02js_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/05_dataset/regularity_contract_v0_3/freeze/stage02jt_input_freeze_manifest.json,SHA256 is identical to an already tracked file.
stage_02_Particle_Interaction_Operator/07_reports/.gitkeep,1,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,06_experiments/stage_01d2_v2_requalification/figures/.gitkeep;06_experiments/stage_01e_error_decomposition/figures/.gitkeep;06_experiments/stage_01f2_mms_implementation/figures/.gitkeep;06_experiments/stage_01f2_mms_implementation/references/.gitkeep,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/freeze/stage02jw_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/05_dataset/regularity_contract_v0_2/freeze/stage02js_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/05_dataset/regularity_contract_v0_3/freeze/stage02jt_input_freeze_manifest.json,SHA256 is identical to an already tracked file.
stage_02_Particle_Interaction_Operator/08_figures/.gitkeep,1,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,06_experiments/stage_01d2_v2_requalification/figures/.gitkeep;06_experiments/stage_01e_error_decomposition/figures/.gitkeep;06_experiments/stage_01f2_mms_implementation/figures/.gitkeep;06_experiments/stage_01f2_mms_implementation/references/.gitkeep,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/freeze/stage02jw_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/05_dataset/regularity_contract_v0_2/freeze/stage02js_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/05_dataset/regularity_contract_v0_3/freeze/stage02jt_input_freeze_manifest.json,SHA256 is identical to an already tracked file.
stage_02_Particle_Interaction_Operator/08_route_closure/evidence_matrix/stage02_complete_evidence_matrix.json,15126,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/08_route_closure/manifests/stage02ms_closure_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json;manifest:stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_02_Particle_Interaction_Operator/08_route_closure/failure_taxonomy/stage02_failure_taxonomy.json,4912,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/08_route_closure/manifests/stage02ms_closure_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json;manifest:stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_02_Particle_Interaction_Operator/08_route_closure/figure_plan/record_assets/record_figure_01_pipeline.png,89306,GENERATED_ARTIFACT,REGENERATE_OR_ARCHIVE_OUTSIDE_GIT;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,generated figure/document output,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/08_route_closure/manifests/stage02ms_closure_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json;manifest:stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06a_input_freeze_manifest.json,Binary presentation artifact is generated output or a working document rather than source.
stage_02_Particle_Interaction_Operator/08_route_closure/figure_plan/record_assets/record_figure_02_timeline.png,127494,GENERATED_ARTIFACT,REGENERATE_OR_ARCHIVE_OUTSIDE_GIT;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,generated figure/document output,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/08_route_closure/manifests/stage02ms_closure_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json;manifest:stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06a_input_freeze_manifest.json,Binary presentation artifact is generated output or a working document rather than source.
stage_02_Particle_Interaction_Operator/08_route_closure/figure_plan/record_assets/record_figure_03_claim_boundary.png,72379,GENERATED_ARTIFACT,REGENERATE_OR_ARCHIVE_OUTSIDE_GIT;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,generated figure/document output,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/08_route_closure/manifests/stage02ms_closure_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json;manifest:stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06a_input_freeze_manifest.json,Binary presentation artifact is generated output or a working document rather than source.
stage_02_Particle_Interaction_Operator/08_route_closure/figure_plan/stage02_figure_and_table_plan.json,3751,SHOULD_TRACK,STAGED_FOR_IDENTITY_REVIEWED_COMMIT,qualification/configuration definition,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/08_route_closure/manifests/stage02ms_closure_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json;manifest:stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06a_input_freeze_manifest.json,"Small definition, policy, schema, gate, or design record controls scientific interpretation."
stage_02_Particle_Interaction_Operator/08_route_closure/future_branches/stage03_branch_decision_design.json,1854,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/08_route_closure/manifests/stage02ms_closure_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json;manifest:stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_02_Particle_Interaction_Operator/08_route_closure/manifests/fontconfig_stage02ms.xml,712,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical artifact,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/08_route_closure/manifests/stage02ms_closure_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json;manifest:stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06a_input_freeze_manifest.json,Artifact identity is preserved by a tracked manifest.
stage_02_Particle_Interaction_Operator/08_route_closure/manuscript_assessment/stage02_manuscript_readiness.json,4495,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_02_Particle_Interaction_Operator/08_route_closure/manifests/stage02ms_closure_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json;manifest:stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/acoustic_boundary/acoustic_candidate_classification.json,1507,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:publication/verification_first_dynamic_neural_sph_v0_1/00_freeze/publication_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/dr1_lagrangian_mms/dr1_coupled_deformation_symbolic_definitions.json,30231,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json;manifest:stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/dr1_lagrangian_mms/dr1_lagrangian_compression_symbolic_definitions.json,1471,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json;manifest:stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/dr2_semidiscrete_time_reference/dr1_coupled_deformation_n12_dop853_qualification.json,7748,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json;manifest:stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/dr2_semidiscrete_time_reference/dr1_coupled_deformation_n16_dop853_qualification.json,7749,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json;manifest:stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/dr2_semidiscrete_time_reference/dr1_coupled_deformation_n8_dop853_qualification.json,7746,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json;manifest:stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/dr2_semidiscrete_time_reference/dr1_lagrangian_compression_n12_dop853_qualification.json,7751,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json;manifest:stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/dr2_semidiscrete_time_reference/dr1_lagrangian_compression_n16_dop853_qualification.json,7752,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json;manifest:stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/dr2_semidiscrete_time_reference/dr1_lagrangian_compression_n8_dop853_qualification.json,7749,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json;manifest:stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/trajectory_records/dr1_coupled_deformation_n12_dop853.json,2291,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03c_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/trajectory_records/dr1_coupled_deformation_n12_exact.json,2758,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03c_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/trajectory_records/dr1_coupled_deformation_n16_dop853.json,2291,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03c_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/trajectory_records/dr1_coupled_deformation_n16_exact.json,2755,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03c_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/trajectory_records/dr1_coupled_deformation_n8_dop853.json,2286,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03c_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/trajectory_records/dr1_coupled_deformation_n8_exact.json,2753,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03c_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/trajectory_records/dr1_lagrangian_compression_n12_dop853.json,2303,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03c_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/trajectory_records/dr1_lagrangian_compression_n12_exact.json,2769,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03c_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/trajectory_records/dr1_lagrangian_compression_n16_dop853.json,2303,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03c_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/trajectory_records/dr1_lagrangian_compression_n16_exact.json,2769,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03c_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/trajectory_records/dr1_lagrangian_compression_n8_dop853.json,2298,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03c_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
